customerID,Cluster_Tenure,SegmentName_Tenure
8467-WYNSR,3,New
0851-DFJKB,1,Very New
5382-SOYZL,3,New
9448-REEVD,1,Very New
3261-CQXOL,2,Long-term
8388-FYNPZ,1,Very New
4002-BQWPQ,3,New
5651-YLPRD,3,New
2826-DXLQO,1,Very New
4378-BZYFP,3,New
9489-UTFKA,1,Very New
4849-PYRLQ,0,Established
9117-SHLZX,1,Very New
9889-TMAHG,1,Very New
4541-RMRLG,1,Very New
7764-BDPEE,1,Very New
3429-IFLEM,2,Long-term
3158-MOERK,1,Very New
7294-TMAOP,1,Very New
5002-GCQFH,0,Established
0556-FJEGU,2,Long-term
8919-FYFQZ,0,Established
0604-THJFP,2,Long-term
2834-JRTUA,2,Long-term
5875-YPQFJ,1,Very New
5879-SESNB,1,Very New
6646-QVXLR,2,Long-term
6461-PPAXN,3,New
3318-ISQFQ,3,New
1106-HRLKZ,0,Established
2483-XSSMZ,0,Established
8603-IJWDN,1,Very New
8165-ZJRNM,2,Long-term
9369-XFEHK,3,New
2604-XVDAM,1,Very New
3717-OFRTN,1,Very New
9046-JBFWA,3,New
3280-NMUVX,3,New
1206-EHBDD,0,Established
8361-LBRDI,2,Long-term
4883-KCPZJ,3,New
9108-EQPNQ,1,Very New
7277-KAMWT,1,Very New
3842-IYKUE,3,New
6641-XRPSU,3,New
1374-DMZUI,1,Very New
2545-LXYVJ,2,Long-term
3234-VKACU,1,Very New
8357-EQXFO,1,Very New
1989-PRJHP,3,New
8120-JDCAM,1,Very New
8917-FAEMR,0,Established
7047-YXDMZ,3,New
2858-EIMXH,0,Established
9524-EGPJC,3,New
6993-OHLXR,1,Very New
8818-XYFCQ,3,New
6419-ZTTLE,3,New
0929-HYQEW,1,Very New
6614-YOLAC,2,Long-term
7426-RHZGU,1,Very New
4065-JJAVA,1,Very New
4695-VADHF,3,New
3863-IUBJR,1,Very New
7649-SIJJF,2,Long-term
9361-YNQWJ,2,Long-term
3748-FVMZZ,1,Very New
9391-TTOYH,3,New
1452-XRSJV,0,Established
3422-WJOYD,3,New
8242-SOQUO,1,Very New
7460-ITWWP,0,Established
7147-AYBAA,0,Established
7868-TMWMZ,2,Long-term
4822-RVYBB,1,Very New
6732-FZUGP,0,Established
8436-BJUMM,3,New
4184-TJFAN,1,Very New
8329-GWVPJ,0,Established
1352-VHKAJ,3,New
4145-UQXUQ,1,Very New
2632-TACXW,2,Long-term
8146-QQKZH,2,Long-term
1767-CJKBA,2,Long-term
6445-TNRXS,2,Long-term
4581-LNWUM,1,Very New
4869-EPIUS,0,Established
9948-YPTDG,0,Established
1236-WFCDV,1,Very New
1915-OAKWD,3,New
7296-PIXQY,1,Very New
4883-QICIH,3,New
3354-OADJP,1,Very New
3524-WQDSG,0,Established
0810-DHDBD,0,Established
4026-SKKHW,1,Very New
2829-HYVZP,3,New
8329-IBCTI,1,Very New
1271-SJBGZ,1,Very New
3845-JHAMY,3,New
7013-PSXHK,0,Established
5669-SRAIP,1,Very New
5981-ITEMU,0,Established
3486-NPGST,3,New
6941-PMGEP,1,Very New
1624-WOIWJ,1,Very New
2074-GKOWZ,1,Very New
0376-YMCJC,3,New
6100-FJZDG,3,New
4829-ZLJTK,2,Long-term
1730-VFMWO,3,New
7143-BQIBA,1,Very New
3800-LYTRK,1,Very New
0634-SZPQA,3,New
9646-NMHXE,0,Established
7030-NJVDP,3,New
5536-RTPWK,0,Established
8883-GRDWQ,3,New
6166-ILMNY,1,Very New
3097-NNSPB,1,Very New
7771-ZONAT,3,New
0655-RBDUG,1,Very New
2111-DWYHN,1,Very New
4194-WHFCB,2,Long-term
4121-AGSIN,2,Long-term
4361-BKAXE,0,Established
9845-PEEKO,2,Long-term
0455-XFASS,1,Very New
0301-KOBTQ,3,New
1751-NCDLI,0,Established
9878-TNQGW,1,Very New
9170-ARBTB,0,Established
4441-NIHPT,1,Very New
8999-BOHSE,1,Very New
7241-AJHFS,3,New
7029-RPUAV,3,New
4546-FOKWR,3,New
9036-CSKBW,0,Established
5832-TRLPB,3,New
8590-YFFQO,2,Long-term
8659-IOOPU,2,Long-term
1338-CECEE,0,Established
7439-DKZTW,1,Very New
4646-QZXTF,1,Very New
4607-CHPCA,3,New
9742-XOKTS,2,Long-term
6921-OZMFH,1,Very New
9578-FOMUK,1,Very New
4712-UYOOI,3,New
8824-RWFXJ,1,Very New
7722-CVFXN,0,Established
8717-VCTXJ,0,Established
7363-QTBIW,1,Very New
4159-NAAIX,2,Long-term
0971-QIFJK,2,Long-term
9397-TZSHA,2,Long-term
3391-JSQEW,0,Established
0343-QLUZP,2,Long-term
9763-PDTKK,1,Very New
2176-LVPNX,2,Long-term
7627-JKIAZ,0,Established
3312-UUMZW,3,New
1271-UODNO,0,Established
8461-EFQYM,0,Established
6900-RBKER,0,Established
6891-JPYFF,0,Established
1459-QNFQT,2,Long-term
1047-NNCBF,3,New
3696-XRIEN,0,Established
4081-DYXAV,3,New
0074-HDKDG,3,New
8791-GFXLZ,1,Very New
8111-SLLHI,0,Established
0927-LCSMG,1,Very New
9330-DHBFL,3,New
0098-BOWSO,3,New
3452-ABWRL,0,Established
5859-HZYLF,3,New
8257-RZAHR,1,Very New
5293-WXJAK,1,Very New
3156-QLHBO,1,Very New
2208-NQBCT,3,New
1779-PWPMG,2,Long-term
6621-NRZAK,2,Long-term
0831-JNISG,2,Long-term
0774-IFUVM,1,Very New
3082-WQRVY,1,Very New
9553-DLCLU,1,Very New
1641-BYBTK,1,Very New
2460-NGXBJ,1,Very New
2446-ZKVAF,3,New
0841-NULXI,1,Very New
3522-CDKHF,3,New
1430-SFQSA,3,New
0411-EZJZE,1,Very New
7851-WZEKY,1,Very New
8844-TONUD,1,Very New
8807-ARQET,0,Established
8992-CEUEN,1,Very New
4320-QMLLA,1,Very New
8777-PVYGU,0,Established
8292-ITGYJ,0,Established
6870-ZWMNX,2,Long-term
0621-CXBKL,0,Established
5268-DSMNQ,2,Long-term
5334-JLAXU,2,Long-term
4086-YQSNZ,1,Very New
6242-MBHPK,3,New
5868-CZJDR,1,Very New
9359-UGBTK,2,Long-term
0135-NMXAP,1,Very New
4782-OSFXZ,2,Long-term
6479-OAUSD,3,New
7129-ACFOG,1,Very New
4189-NAKJS,3,New
5562-BETPV,1,Very New
1282-IHQAC,2,Long-term
9127-FHJBZ,2,Long-term
6270-OMFIW,2,Long-term
1641-RQDAY,3,New
0107-WESLM,1,Very New
6994-ORCWG,1,Very New
1346-UFHAX,1,Very New
3992-YWPKO,1,Very New
2933-XEUJM,0,Established
0125-LZQXK,1,Very New
5461-QKNTN,0,Established
4835-YSJMR,0,Established
8399-YNDCH,3,New
3164-YAXFY,2,Long-term
0887-WBJVH,0,Established
4660-IRIBM,3,New
5673-FSSMF,1,Very New
7670-ZBPOQ,2,Long-term
8089-UZWLX,2,Long-term
0080-OROZO,3,New
3916-NRPAP,1,Very New
6807-SIWJI,0,Established
8221-HVAYI,3,New
1579-KLYDT,1,Very New
5232-NXPAY,0,Established
8967-SZQAS,1,Very New
4468-KAZHE,3,New
0455-ENTCR,2,Long-term
8944-AILEF,1,Very New
5542-NKVRU,0,Established
7126-RBHSD,3,New
5370-IIVVL,0,Established
6789-HJBWG,1,Very New
3927-NLNRY,0,Established
9087-EYCPR,2,Long-term
6791-YBNAK,3,New
6358-LYNGM,1,Very New
6077-BDPXA,1,Very New
0013-MHZWF,1,Very New
5494-HECPR,1,Very New
8268-YDIXR,0,Established
9824-BEMCV,3,New
1373-ORVIZ,1,Very New
4291-SHSBH,1,Very New
6980-IMXXE,2,Long-term
9866-QEVEE,3,New
9897-KXHCM,1,Very New
0040-HALCW,0,Established
0784-GTUUK,2,Long-term
7979-CORPM,3,New
2294-DMMUS,2,Long-term
0872-JCPIB,3,New
3055-MJDSB,1,Very New
9091-WTUUY,2,Long-term
1618-CFHME,1,Very New
3165-HDOEW,1,Very New
6581-NQCBA,3,New
7115-IRDHS,2,Long-term
8496-DMZUK,3,New
2040-VZIKE,0,Established
9068-VPWQQ,2,Long-term
0178-SZBHO,0,Established
0384-RVBPI,3,New
1689-MRZQR,3,New
1299-AURJA,2,Long-term
4525-VZCZG,0,Established
1543-LLLFT,2,Long-term
5835-BEQEU,1,Very New
2788-CJQAQ,1,Very New
5565-FILXA,3,New
0319-QZTCO,1,Very New
2120-SMPEX,3,New
0096-FCPUF,3,New
0668-OGMHD,3,New
5552-ZNFSJ,1,Very New
2223-KAGMX,1,Very New
6507-ZJSUR,3,New
9408-HRXRK,0,Established
5593-SUAOO,3,New
7321-PKUYW,1,Very New
2833-SLKDQ,1,Very New
6766-HFKLA,0,Established
7595-EUIVN,1,Very New
7617-EYGLW,1,Very New
2026-TGDHM,1,Very New
9220-ZNKJI,0,Established
4030-VPZBD,1,Very New
2226-ICFDO,2,Long-term
0723-VSOBE,0,Established
5529-GIBVH,0,Established
4187-CINZD,0,Established
9992-UJOEL,1,Very New
4741-WWJQZ,1,Very New
6625-UTXEW,1,Very New
6818-WOBHJ,2,Long-term
6244-BESBM,2,Long-term
1004-NOZNR,0,Established
1251-STYSZ,1,Very New
2612-PHGOX,2,Long-term
2408-TZMJL,2,Long-term
8480-PPONV,2,Long-term
8780-IHCRN,2,Long-term
4598-ZADCK,0,Established
1257-SXUXQ,1,Very New
9681-KYGYB,0,Established
7182-OVLBJ,2,Long-term
5095-ETBRJ,0,Established
7005-CYUIL,2,Long-term
4821-WQOYN,2,Long-term
4730-AWNAU,3,New
3452-FLHYD,3,New
2388-LAESQ,2,Long-term
9531-NSBMR,3,New
6260-ONULR,1,Very New
4389-UEFCZ,2,Long-term
8711-LOBKY,2,Long-term
9134-CEQMF,1,Very New
8985-OOPOS,1,Very New
8800-ZKRFW,3,New
2616-FLVQC,2,Long-term
9968-FFVVH,2,Long-term
3108-PCCGG,2,Long-term
7993-PYKOF,1,Very New
8390-FESFV,2,Long-term
3022-BEXHZ,2,Long-term
5027-XWQHA,1,Very New
6248-TKCQV,2,Long-term
6729-GDNGC,3,New
6198-ZFIOJ,1,Very New
5989-OMNJE,3,New
4566-QVRRW,1,Very New
1291-CUOCY,2,Long-term
9795-SHUHB,2,Long-term
3230-IUALN,0,Established
0042-RLHYP,2,Long-term
8519-IMDHU,1,Very New
4945-RVMTE,3,New
0201-OAMXR,2,Long-term
1866-NXPSP,3,New
3372-KWFBM,3,New
7831-QGOXH,3,New
6393-WRYZE,3,New
3941-XTSKM,0,Established
1661-CZBAU,0,Established
6599-RCLCJ,0,Established
9831-BPFRI,0,Established
5158-RIVOP,1,Very New
9788-YTFGE,1,Very New
9277-JOOMO,1,Very New
1907-YLNYW,1,Very New
1725-MIMXW,1,Very New
8947-YRTDV,3,New
3161-ONRWK,2,Long-term
0114-RSRRW,1,Very New
4565-NLZBV,2,Long-term
0031-PVLZI,1,Very New
7206-GZCDC,1,Very New
6682-VCIXC,0,Established
4791-QRGMF,2,Long-term
6475-VHUIZ,3,New
3910-MRQOY,2,Long-term
0661-WCQNQ,3,New
7537-RBWEA,1,Very New
4656-CAURT,2,Long-term
0121-SNYRK,0,Established
1768-ZAIFU,1,Very New
4671-LXRDQ,1,Very New
3733-LSYCE,1,Very New
6265-FRMTQ,3,New
1934-SJVJK,1,Very New
3838-OZURD,2,Long-term
9269-CQOOL,1,Very New
2017-CCBLH,1,Very New
7690-KPNCU,2,Long-term
0536-BGFMZ,3,New
2293-IJWPS,2,Long-term
2845-HSJCY,1,Very New
5469-NUJUR,3,New
1184-PJVDB,1,Very New
2625-TRCZQ,0,Established
4102-HLENU,2,Long-term
7266-GSSJX,1,Very New
7722-VJRQD,2,Long-term
7073-QETQY,2,Long-term
9415-DPEWS,3,New
5624-RYAMH,1,Very New
0196-JTUQI,1,Very New
7130-YXBRO,0,Established
9272-LSVYH,1,Very New
7943-RQCHR,1,Very New
3793-MMFUH,1,Very New
3249-ZPQRG,1,Very New
2568-BRGYX,1,Very New
3084-DOWLE,2,Long-term
1084-MNSMJ,0,Established
7721-JXEAW,2,Long-term
7249-WBIYX,1,Very New
4238-HFHSN,2,Long-term
6250-CGGUN,0,Established
5478-JJVZK,3,New
7596-IIWYC,3,New
6567-HOOPW,1,Very New
9793-WECQC,3,New
4291-HPAXL,1,Very New
8999-YPYBV,0,Established
1839-FBNFR,0,Established
3164-AALRN,1,Very New
3071-MVJCD,2,Long-term
1697-BCSHV,2,Long-term
0562-KBDVM,2,Long-term
1131-SUEKT,2,Long-term
3717-OEAUQ,1,Very New
4538-WNTMJ,0,Established
3334-CTHOL,1,Very New
4704-ERYFC,3,New
9432-RUVSL,0,Established
8060-HIWJJ,2,Long-term
7684-XSZIY,2,Long-term
9089-UOWJG,1,Very New
8621-MNIHH,3,New
8039-ACLPL,2,Long-term
9885-AIBVB,3,New
1934-MKPXS,3,New
2592-YKDIF,1,Very New
2272-JKMSI,2,Long-term
0471-LVHGK,0,Established
9518-RWHZL,2,Long-term
8714-CTZJW,1,Very New
3569-EDBPQ,3,New
3131-NWVFJ,1,Very New
7521-YXVZY,1,Very New
5419-CONWX,1,Very New
6240-EURKS,3,New
2373-NTKOD,1,Very New
1970-KKFWL,3,New
6960-HVYXR,1,Very New
9337-SRRNI,2,Long-term
0895-UADGO,1,Very New
5678-VFNEQ,2,Long-term
5977-CKHON,0,Established
7024-OHCCK,1,Very New
2692-BUCFV,3,New
7861-UVUFT,1,Very New
1830-GGFNM,2,Long-term
5302-BDJNT,3,New
5223-UZAVK,2,Long-term
4859-ZSRDZ,2,Long-term
5651-WYIPH,3,New
9350-VLHMB,2,Long-term
3498-LZGQZ,2,Long-term
8785-CJSHH,2,Long-term
5357-TZHPP,1,Very New
3870-SPZSI,2,Long-term
0680-DFNNY,1,Very New
7560-QRBXH,0,Established
7077-XJMET,1,Very New
8752-GHJFU,2,Long-term
6896-SRVYQ,0,Established
7767-UXAGJ,1,Very New
4652-ODEVH,0,Established
6510-UPNKS,3,New
6718-BDGHG,0,Established
9046-DQMTP,3,New
6439-LAJXL,1,Very New
1571-SAVHK,1,Very New
9052-VKDUW,2,Long-term
9546-CQJSU,1,Very New
1666-JZPZT,3,New
5777-KJIRB,0,Established
0506-LVNGN,1,Very New
7677-SJJJK,1,Very New
2480-EJWYP,2,Long-term
3253-HKOKL,0,Established
7055-HNEOJ,1,Very New
5514-YQENT,0,Established
3211-AAPKX,3,New
8445-DNBAE,1,Very New
2951-QOQTK,1,Very New
2958-NHPPS,3,New
6806-YDEUL,1,Very New
1735-XMJVH,1,Very New
6890-PFRQX,3,New
0222-CNVPT,0,Established
5899-OUVKV,3,New
8681-ICONS,3,New
1621-YNCJH,3,New
3473-XIIIT,3,New
6362-QHAFM,0,Established
7893-IXHRQ,1,Very New
3070-BDOQC,2,Long-term
2952-QAYZF,1,Very New
6234-PFPXL,3,New
9824-QCJPK,3,New
4763-PGDPO,1,Very New
4283-IVYCI,1,Very New
1866-OBPNR,1,Very New
8205-MQUGY,1,Very New
8970-ANWXO,3,New
9480-BQJEI,2,Long-term
5394-SVGJV,0,Established
6979-TNDEU,1,Very New
9777-WJJPR,3,New
9283-LZQOH,1,Very New
7079-QRCBC,3,New
9495-SKLKD,0,Established
6048-UWKAL,2,Long-term
5067-DGXLL,1,Very New
5469-CTCWN,2,Long-term
9851-QXEEQ,0,Established
6281-FKEWS,0,Established
8898-KASCD,0,Established
9242-TKFSV,2,Long-term
9290-SHCMB,1,Very New
0743-HNPFG,0,Established
2277-BKJKN,2,Long-term
9809-IMGCQ,3,New
5208-HFSBT,1,Very New
5035-PGZXH,0,Established
8695-WDYEA,1,Very New
6543-JXSOO,3,New
8016-ZMGMO,2,Long-term
8605-ITULD,1,Very New
3254-YRILK,3,New
6416-YJTTB,1,Very New
2667-WYLWJ,1,Very New
4472-VESGY,0,Established
3195-TQDZX,1,Very New
3128-YOVTD,0,Established
0529-ONKER,1,Very New
1728-CXQBE,2,Long-term
7041-TXQJH,0,Established
5014-GSOUQ,1,Very New
5724-BIDBU,0,Established
0481-SUMCB,0,Established
1769-GRUIK,3,New
5240-IJOQT,1,Very New
8819-WFGGJ,2,Long-term
7427-AUFPY,0,Established
2811-POVEX,3,New
1092-GANHU,3,New
7898-PDWQE,2,Long-term
9972-EWRJS,2,Long-term
9314-IJWSQ,1,Very New
0661-XEYAN,1,Very New
5799-JRCZO,2,Long-term
1921-KYSAY,0,Established
6198-RTPMF,3,New
2924-KHUVI,0,Established
1925-GMVBW,1,Very New
7881-EVUAD,1,Very New
6184-DYUOB,1,Very New
9207-ZPANB,0,Established
5766-XQXMQ,3,New
9327-QSDED,1,Very New
1656-DRSMG,2,Long-term
3012-VFFMN,1,Very New
2984-AFWNC,1,Very New
0640-YJTPY,2,Long-term
8096-LOIST,3,New
9764-REAFF,2,Long-term
3703-VAVCL,1,Very New
7107-UBYKY,3,New
4881-GQJTW,1,Very New
8519-QJGJD,1,Very New
7876-DNYAP,2,Long-term
7905-NJMXS,1,Very New
2882-WDTBA,2,Long-term
2091-GPPIQ,2,Long-term
6326-MTTXK,1,Very New
5071-FBJFS,1,Very New
2796-UUZZO,2,Long-term
2429-AYKKO,2,Long-term
9798-OPFEM,0,Established
0330-IVZHA,1,Very New
3794-NFNCH,3,New
5193-QLVZB,2,Long-term
7114-AEOZE,2,Long-term
2886-KEFUM,2,Long-term
5522-NYKPB,3,New
4237-RLAQD,1,Very New
9957-YODKZ,1,Very New
6518-KZXCB,3,New
2245-ADZFJ,3,New
7776-QGYJC,0,Established
9313-QOLTZ,3,New
9651-GTSAQ,0,Established
3186-BAXNB,1,Very New
4672-FOTSD,1,Very New
0637-YLETY,3,New
9818-XQCUV,1,Very New
7338-ERIVA,0,Established
1157-BQCUW,1,Very New
8259-NFJTV,1,Very New
3223-DWFIO,1,Very New
2660-EMUBI,1,Very New
6968-GMKPR,0,Established
4751-ERMAN,2,Long-term
1436-ZMJAN,1,Very New
3292-PBZEJ,1,Very New
0799-DDIHE,1,Very New
3070-FNFZQ,3,New
2812-SFXMJ,1,Very New
7675-OZCZG,1,Very New
5014-WUQMG,0,Established
5312-TSZVC,1,Very New
2003-CKLOR,2,Long-term
0993-OSGPT,2,Long-term
9254-RBFON,3,New
1205-WNWPJ,1,Very New
9391-EOYLI,1,Very New
7108-DGVUU,3,New
2782-JEEBU,3,New
5127-BZENZ,0,Established
2720-FVBQP,1,Very New
9906-NHHVC,2,Long-term
4522-XRWWI,0,Established
3766-EJLFL,2,Long-term
5939-SXWHM,0,Established
8152-UOBNY,0,Established
7351-KYHQH,1,Very New
7643-RCHXS,2,Long-term
8246-SHFGA,3,New
8387-MOJJT,0,Established
0620-XEFWH,1,Very New
6485-QXWWE,2,Long-term
2761-OCIAX,1,Very New
7321-VGNKU,1,Very New
5327-CNLUQ,0,Established
7552-KEYGT,3,New
5816-JMLGY,2,Long-term
3068-OMWZA,1,Very New
2927-QRRQV,0,Established
6032-KRXXO,3,New
7459-RRWQZ,1,Very New
6265-SXWBU,2,Long-term
7941-RCJOW,2,Long-term
6374-NTQLP,2,Long-term
4154-AQUGT,1,Very New
2387-KDZQY,3,New
3584-WKTTW,0,Established
3399-BMLVW,0,Established
1971-DTCZB,2,Long-term
3092-IGHWF,2,Long-term
3374-PZLXD,3,New
3813-DHBBB,2,Long-term
2812-REYAT,0,Established
6518-PPLMZ,0,Established
4939-KYYPY,3,New
8017-LXHFA,3,New
5930-GBIWP,2,Long-term
6022-KOUQO,1,Very New
6352-TWCAU,3,New
2361-UPSND,0,Established
6035-RIIOM,0,Established
2929-QNSRW,0,Established
1262-OPMFY,1,Very New
9504-DSHWM,3,New
5035-BVCXS,1,Very New
6267-DCFFZ,3,New
3533-UVMOM,2,Long-term
2439-LYPMQ,0,Established
4248-QPAVC,3,New
1899-VXWXM,0,Established
1478-VPOAD,1,Very New
9995-HOTOH,2,Long-term
2988-PLAHS,1,Very New
1371-OJCEK,0,Established
4999-IEZLT,2,Long-term
8883-ANODQ,2,Long-term
4690-LLKUA,3,New
2351-RRBUE,1,Very New
5980-BDHPY,2,Long-term
1498-DQNRX,3,New
9469-WEJBT,0,Established
3331-HQDTW,3,New
9490-DFPMD,0,Established
2581-VKIRT,2,Long-term
5442-XSDCW,1,Very New
7426-WEIJX,2,Long-term
2851-MMUTZ,3,New
3049-NDXFL,1,Very New
8580-AECUZ,1,Very New
3307-TLCUD,3,New
6625-FLENO,2,Long-term
2967-MXRAV,1,Very New
7963-GQRMY,1,Very New
8189-HBVRW,0,Established
4163-KIUHY,3,New
1228-FZFRV,0,Established
3500-NSDOA,2,Long-term
1171-TYKUR,0,Established
3761-FLYZI,2,Long-term
2058-DCJBE,1,Very New
5364-XYIRR,0,Established
4829-AUOAX,0,Established
1219-NNDDO,1,Very New
8388-DMKAE,1,Very New
4403-BWPAY,1,Very New
9659-QEQSY,0,Established
5405-ZMYXQ,1,Very New
5047-LHVLY,1,Very New
1442-OKRJE,2,Long-term
4737-AQCPU,2,Long-term
9158-VCTQB,0,Established
2808-CHTDM,3,New
6311-UEUME,3,New
0793-TWELN,1,Very New
3283-WCWXT,1,Very New
1060-ENTOF,2,Long-term
0999-QXNSA,1,Very New
5451-MHQOF,0,Established
4836-WNFNO,2,Long-term
9225-BZLNZ,2,Long-term
0354-VXMJC,3,New
4422-QVIJA,3,New
9365-SRSZE,3,New
6839-ITVZJ,3,New
8332-OSJDW,1,Very New
4735-BJKOU,0,Established
0274-JKUJR,1,Very New
5740-YHGTW,2,Long-term
8917-SZTTJ,2,Long-term
1696-MZVAU,0,Established
7359-WWYJV,2,Long-term
0375-HVGXO,1,Very New
4906-ZHGPK,0,Established
8593-WHYHV,1,Very New
3795-GWTRD,2,Long-term
1298-PHBTI,2,Long-term
6223-DHJGV,0,Established
6961-MJKBO,0,Established
6097-EQISJ,2,Long-term
4423-YLHDV,3,New
8158-WPEZG,1,Very New
0107-YHINA,1,Very New
4918-FYJNT,0,Established
0727-BNRLG,2,Long-term
4854-CIDCF,1,Very New
8640-SDGKB,1,Very New
3280-MRDOF,3,New
6435-SRWBJ,1,Very New
9964-WBQDJ,2,Long-term
6303-KFWSL,3,New
1702-CCFNJ,0,Established
8932-CZHRQ,2,Long-term
0386-CWRGM,0,Established
5515-RUGKN,1,Very New
0404-AHASP,2,Long-term
7279-NMVJC,3,New
2081-VEYEH,1,Very New
6407-UTSLV,1,Very New
4116-TZAQJ,1,Very New
9060-HJJRW,0,Established
2587-YNLES,1,Very New
7398-SKNQZ,1,Very New
5935-FCCNB,3,New
1958-RNRKS,3,New
5136-RGMZO,3,New
8345-MVDYC,0,Established
8226-BXGES,2,Long-term
3877-JRJIP,1,Very New
8375-DKEBR,1,Very New
9705-IOVQQ,2,Long-term
1015-OWJKI,1,Very New
7511-YMXVQ,1,Very New
2040-XBAVJ,2,Long-term
7551-JOHTI,1,Very New
8887-IPQNC,1,Very New
8646-JCOMS,2,Long-term
9804-ICWBG,1,Very New
1222-KJNZD,0,Established
0106-GHRQR,3,New
5318-IXUZF,1,Very New
3768-VHXQO,2,Long-term
8952-WCVCD,0,Established
2418-TPEUN,0,Established
3963-RYFNS,2,Long-term
3198-VELRD,1,Very New
8540-ZQGEA,0,Established
1320-REHCS,0,Established
4137-JOPHL,0,Established
9436-ZBZCT,1,Very New
7801-CEDNV,3,New
2057-BOYKM,2,Long-term
3658-QQJYD,2,Long-term
1803-BGNBD,1,Very New
0134-XWXCE,0,Established
6950-TWMYB,0,Established
5848-FHRFC,2,Long-term
2243-FNMMI,3,New
2511-MORQY,0,Established
5356-KZCKT,2,Long-term
9470-XCCEM,3,New
6519-CFDBX,1,Very New
3902-MIVLE,2,Long-term
0409-WTMPL,2,Long-term
8763-KIAFH,3,New
3669-WHAFY,2,Long-term
3055-VTCGS,2,Long-term
3144-KMTWZ,2,Long-term
7279-BUYWN,0,Established
7156-MHUGY,1,Very New
7198-GLXTC,1,Very New
2007-QVGAW,2,Long-term
5207-PLSTK,1,Very New
2307-FYNNL,2,Long-term
5605-XNWEN,2,Long-term
2155-AMQRX,3,New
6181-AXXYF,2,Long-term
5091-HFAZW,1,Very New
0516-VRYBW,3,New
2519-LBNQL,2,Long-term
8623-ULFNQ,3,New
8380-PEFPE,1,Very New
5687-DKDTV,1,Very New
1568-LJSZU,2,Long-term
7530-HDYDS,0,Established
7789-HKSBS,0,Established
7416-CKTEP,2,Long-term
2586-CWXVV,0,Established
3096-IZETN,1,Very New
2348-KCJLT,0,Established
8401-EMUWF,0,Established
4193-IBKSW,2,Long-term
5377-NDTOU,2,Long-term
5922-ABDVO,3,New
2474-LCNUE,3,New
0839-QNXME,3,New
3506-OVLKD,3,New
9172-ANCRX,1,Very New
6650-VJONK,1,Very New
2178-PMGCJ,3,New
7492-TAFJD,1,Very New
2773-MADBQ,3,New
6016-LVTJQ,3,New
7860-KSUGX,2,Long-term
8966-KZXXA,3,New
6910-HADCM,1,Very New
4816-LXZYW,3,New
9606-PBKBQ,3,New
5149-QYTTU,2,Long-term
2070-XYMFH,3,New
2085-BOJKI,3,New
0817-HSUSE,1,Very New
5442-PPTJY,1,Very New
1927-QEWMY,2,Long-term
1663-MHLHE,1,Very New
5663-QBGIS,2,Long-term
4450-MDZFX,2,Long-term
6701-DHKWQ,2,Long-term
7554-AKDQF,1,Very New
3536-IQCTX,3,New
4911-BANWH,3,New
8496-EJAUI,3,New
0794-YVSGE,2,Long-term
5423-BHIXO,3,New
6908-VVYHM,2,Long-term
2959-EEXWB,0,Established
1839-UMACK,0,Established
3030-YDNRM,1,Very New
7321-KKSDU,3,New
3402-XRIUO,3,New
3132-TVFDZ,2,Long-term
8286-AFUYI,1,Very New
8080-DDEMJ,1,Very New
8356-WUAOJ,1,Very New
6365-MTGZX,3,New
1349-WXNGG,1,Very New
8058-DMYRU,0,Established
9350-ZXYJC,1,Very New
6990-YNRIO,2,Long-term
8958-JPTRR,0,Established
6959-GQEGV,0,Established
3173-WSSUE,2,Long-term
1265-HVPZB,2,Long-term
4115-UMJFQ,2,Long-term
7369-TRPFD,3,New
1098-KFQEC,0,Established
7190-XHTWJ,0,Established
0621-TWIEM,1,Very New
3537-RYBHH,0,Established
2485-ITVKB,1,Very New
3669-OYSJI,1,Very New
1612-EOHDH,1,Very New
6702-OHFWR,1,Very New
5296-BFCYD,0,Established
4510-PYUSH,0,Established
9359-JANWS,2,Long-term
7517-SAWMO,3,New
4143-HHPMK,0,Established
3279-DYZQM,2,Long-term
7054-LGEQW,1,Very New
0523-VNGTF,0,Established
9575-IWCAZ,1,Very New
7105-MXJLL,3,New
7064-FRRSW,0,Established
7940-UQQUG,2,Long-term
0923-PNFUB,1,Very New
3961-SXAXY,1,Very New
7010-BRBUU,2,Long-term
3566-HJGPK,1,Very New
3062-ICYZQ,0,Established
9938-PRCVK,0,Established
0973-KYVNF,2,Long-term
5129-HHMZC,0,Established
9637-CDTKZ,2,Long-term
3946-JEWRQ,0,Established
7873-CVMAW,2,Long-term
0463-WZZKO,1,Very New
3494-JCHRQ,1,Very New
6474-FVJLC,1,Very New
4524-QCSSM,3,New
5832-EXGTT,3,New
8840-DQLGN,3,New
2039-JONDJ,3,New
7217-JYHOQ,3,New
6695-FRVEC,2,Long-term
4547-LYTDD,3,New
9894-QMIMJ,3,New
8069-YQQAJ,1,Very New
6770-XUAGN,1,Very New
4193-ORFCL,1,Very New
1636-NTNCO,1,Very New
3466-WAESX,3,New
9281-PKKZE,0,Established
3638-VBZTA,2,Long-term
7459-IMVYU,0,Established
7776-QWNFX,3,New
6689-TCZHQ,1,Very New
8563-OYMQY,3,New
0754-EEBDC,1,Very New
5777-ZPQNC,1,Very New
1951-IEYXM,2,Long-term
3318-NMQXL,1,Very New
3143-ILDAL,0,Established
1022-RKXDR,0,Established
2361-FJWNO,0,Established
