customerID,Cluster,SegmentName
3506-OVLKD,2,Medium-Low Spenders
9172-ANCRX,3,Medium-High Spenders
6650-VJONK,0,Low Spenders
2178-PMGCJ,3,Medium-High Spenders
7492-TAFJD,0,Low Spenders
2773-MADBQ,2,Medium-Low Spenders
6016-LVTJQ,0,Low Spenders
7860-KSUGX,1,High Spenders
8966-KZXXA,2,Medium-Low Spenders
6910-HADCM,3,Medium-High Spenders
4816-LXZYW,3,Medium-High Spenders
9606-PBKBQ,3,Medium-High Spenders
5149-QYTTU,1,High Spenders
2070-XYMFH,3,Medium-High Spenders
2085-BOJKI,3,Medium-High Spenders
0817-HSUSE,3,Medium-High Spenders
5442-PPTJY,0,Low Spenders
1927-QEWMY,2,Medium-Low Spenders
1663-MHLHE,0,Low Spenders
5663-QBGIS,1,High Spenders
4450-MDZFX,1,High Spenders
6701-DHKWQ,2,Medium-Low Spenders
7554-AKDQF,0,Low Spenders
3536-IQCTX,3,Medium-High Spenders
4911-BANWH,3,Medium-High Spenders
8496-EJAUI,3,Medium-High Spenders
0794-YVSGE,2,Medium-Low Spenders
5423-BHIXO,2,Medium-Low Spenders
6908-VVYHM,1,High Spenders
2959-EEXWB,2,Medium-Low Spenders
1839-UMACK,2,Medium-Low Spenders
3030-YDNRM,3,Medium-High Spenders
7321-KKSDU,0,Low Spenders
3402-XRIUO,3,Medium-High Spenders
3132-TVFDZ,2,Medium-Low Spenders
8286-AFUYI,0,Low Spenders
8080-DDEMJ,0,Low Spenders
8356-WUAOJ,0,Low Spenders
6365-MTGZX,3,Medium-High Spenders
1349-WXNGG,0,Low Spenders
8058-DMYRU,1,High Spenders
9350-ZXYJC,0,Low Spenders
6990-YNRIO,1,High Spenders
8958-JPTRR,2,Medium-Low Spenders
6959-GQEGV,1,High Spenders
3173-WSSUE,2,Medium-Low Spenders
1265-HVPZB,1,High Spenders
4115-UMJFQ,2,Medium-Low Spenders
7369-TRPFD,0,Low Spenders
1098-KFQEC,2,Medium-Low Spenders
7190-XHTWJ,2,Medium-Low Spenders
0621-TWIEM,0,Low Spenders
3537-RYBHH,2,Medium-Low Spenders
2485-ITVKB,0,Low Spenders
3669-OYSJI,0,Low Spenders
1612-EOHDH,0,Low Spenders
6702-OHFWR,0,Low Spenders
5296-BFCYD,2,Medium-Low Spenders
4510-PYUSH,2,Medium-Low Spenders
9359-JANWS,2,Medium-Low Spenders
7517-SAWMO,3,Medium-High Spenders
4143-HHPMK,1,High Spenders
3279-DYZQM,2,Medium-Low Spenders
7054-LGEQW,0,Low Spenders
0523-VNGTF,2,Medium-Low Spenders
9575-IWCAZ,0,Low Spenders
7105-MXJLL,3,Medium-High Spenders
7064-FRRSW,1,High Spenders
7940-UQQUG,1,High Spenders
0923-PNFUB,3,Medium-High Spenders
3961-SXAXY,0,Low Spenders
7010-BRBUU,2,Medium-Low Spenders
3566-HJGPK,0,Low Spenders
3062-ICYZQ,1,High Spenders
9938-PRCVK,2,Medium-Low Spenders
0973-KYVNF,1,High Spenders
5129-HHMZC,1,High Spenders
9637-CDTKZ,1,High Spenders
3946-JEWRQ,1,High Spenders
7873-CVMAW,1,High Spenders
0463-WZZKO,0,Low Spenders
3494-JCHRQ,3,Medium-High Spenders
6474-FVJLC,3,Medium-High Spenders
4524-QCSSM,0,Low Spenders
5832-EXGTT,3,Medium-High Spenders
8840-DQLGN,1,High Spenders
2039-JONDJ,3,Medium-High Spenders
7217-JYHOQ,3,Medium-High Spenders
6695-FRVEC,1,High Spenders
4547-LYTDD,3,Medium-High Spenders
9894-QMIMJ,3,Medium-High Spenders
8069-YQQAJ,0,Low Spenders
6770-XUAGN,0,Low Spenders
4193-ORFCL,0,Low Spenders
1636-NTNCO,0,Low Spenders
3466-WAESX,3,Medium-High Spenders
9281-PKKZE,2,Medium-Low Spenders
3638-VBZTA,1,High Spenders
7459-IMVYU,3,Medium-High Spenders
7776-QWNFX,2,Medium-Low Spenders
6689-TCZHQ,3,Medium-High Spenders
8563-OYMQY,3,Medium-High Spenders
0754-EEBDC,0,Low Spenders
5777-ZPQNC,0,Low Spenders
1951-IEYXM,1,High Spenders
3318-NMQXL,3,Medium-High Spenders
3143-ILDAL,1,High Spenders
1022-RKXDR,2,Medium-Low Spenders
2361-FJWNO,2,Medium-Low Spenders
2272-UOINI,3,Medium-High Spenders
8232-UTFOZ,2,Medium-Low Spenders
3750-YHRYO,0,Low Spenders
6637-KYRCV,0,Low Spenders
5668-MEISB,1,High Spenders
0129-QMPDR,2,Medium-Low Spenders
7188-CBBBA,1,High Spenders
5356-CSVSQ,3,Medium-High Spenders
3221-CJMSG,0,Low Spenders
4720-VSTSI,1,High Spenders
3219-JQRSL,1,High Spenders
2801-NISEI,3,Medium-High Spenders
3946-MHCZW,0,Low Spenders
4623-ZKHLY,0,Low Spenders
6732-VAILE,1,High Spenders
8201-AAXCB,3,Medium-High Spenders
7696-CFTAT,2,Medium-Low Spenders
1845-CSBRZ,3,Medium-High Spenders
2123-VSCOT,1,High Spenders
6651-AZVTJ,1,High Spenders
4566-GOLUK,1,High Spenders
2484-DGXPZ,0,Low Spenders
2018-QKYGT,3,Medium-High Spenders
2792-VPPET,0,Low Spenders
7409-JURKQ,1,High Spenders
3247-MHJKM,0,Low Spenders
1964-SVLEA,0,Low Spenders
4587-NUKOX,3,Medium-High Spenders
7297-DVYGA,2,Medium-Low Spenders
2239-CGBUZ,2,Medium-Low Spenders
0854-UYHZD,0,Low Spenders
7243-LCGGZ,0,Low Spenders
8267-KFGYD,0,Low Spenders
4890-VMUAV,1,High Spenders
9261-WDCAF,0,Low Spenders
3764-MNMOI,2,Medium-Low Spenders
7442-YGZFK,0,Low Spenders
0420-BWTPW,0,Low Spenders
8229-BUJHX,2,Medium-Low Spenders
7449-HVPIV,1,High Spenders
5504-WSIUR,1,High Spenders
8183-ONMXC,3,Medium-High Spenders
8466-PZBLH,1,High Spenders
9614-RMGHA,1,High Spenders
8735-IJJEG,0,Low Spenders
0564-MUUQK,3,Medium-High Spenders
5054-IEXZT,3,Medium-High Spenders
5834-ASPWA,3,Medium-High Spenders
0701-RFGFI,1,High Spenders
0019-EFAEP,1,High Spenders
5619-PTMIK,2,Medium-Low Spenders
3737-XBQDD,3,Medium-High Spenders
5882-CMAZQ,0,Low Spenders
5846-QFDFI,3,Medium-High Spenders
4445-KWOKW,2,Medium-Low Spenders
3511-APPBJ,3,Medium-High Spenders
7967-HYCDE,3,Medium-High Spenders
2430-RRYUW,2,Medium-Low Spenders
3948-XHGNA,0,Low Spenders
3723-BFBGR,3,Medium-High Spenders
0565-IYCGT,1,High Spenders
5447-WZAFP,1,High Spenders
5110-CHOPY,2,Medium-Low Spenders
5445-UTODQ,3,Medium-High Spenders
4425-OWHWB,0,Low Spenders
7892-QVYKW,3,Medium-High Spenders
9675-ICXCT,1,High Spenders
1024-VRZHF,3,Medium-High Spenders
4703-MQYKT,0,Low Spenders
9497-QCMMS,3,Medium-High Spenders
5692-ICXLW,3,Medium-High Spenders
0602-DDUML,1,High Spenders
2208-MPXIO,2,Medium-Low Spenders
1960-UYCNN,3,Medium-High Spenders
0348-SDKOL,1,High Spenders
3190-FZATL,0,Low Spenders
7336-RLLRH,3,Medium-High Spenders
4373-MAVJG,3,Medium-High Spenders
8901-HJXTF,0,Low Spenders
7710-JSYOA,1,High Spenders
5419-KLXBN,3,Medium-High Spenders
3424-NMNBO,1,High Spenders
9885-MFVSU,2,Medium-Low Spenders
4514-GFCFI,3,Medium-High Spenders
0607-MVMGC,1,High Spenders
3365-SAIGS,3,Medium-High Spenders
9828-AOQLM,0,Low Spenders
8022-BECSI,0,Low Spenders
8000-REIQB,3,Medium-High Spenders
9993-LHIEB,1,High Spenders
0266-CLZKZ,1,High Spenders
7615-ESMYF,0,Low Spenders
3858-VOBET,3,Medium-High Spenders
7020-OZKXZ,3,Medium-High Spenders
3977-QCRSL,0,Low Spenders
0017-DINOC,2,Medium-Low Spenders
1447-PJGGA,1,High Spenders
8565-CLBZW,3,Medium-High Spenders
9139-WQQDY,1,High Spenders
0224-HJAPT,0,Low Spenders
8086-OVPWV,3,Medium-High Spenders
9430-FRQOC,3,Medium-High Spenders
7639-OPLNG,1,High Spenders
3074-GQWYX,3,Medium-High Spenders
1492-QGCLU,1,High Spenders
6845-RGTYS,1,High Spenders
7328-OWMOM,0,Low Spenders
4418-LZMSV,3,Medium-High Spenders
5155-AZQPB,0,Low Spenders
8861-HGGKB,3,Medium-High Spenders
1087-GRUYI,2,Medium-Low Spenders
7065-YUNRY,0,Low Spenders
7694-VLBWQ,1,High Spenders
2546-KZAAT,1,High Spenders
0181-RITDD,1,High Spenders
5989-PGKJB,3,Medium-High Spenders
4795-KTRTH,3,Medium-High Spenders
8272-ONJLV,3,Medium-High Spenders
1488-PBLJN,1,High Spenders
0308-GIQJT,1,High Spenders
3778-FOAQW,0,Low Spenders
4452-ROHMO,0,Low Spenders
6481-OGDOO,1,High Spenders
3090-LETTY,3,Medium-High Spenders
5349-AZPEW,0,Low Spenders
3753-TSEMP,3,Medium-High Spenders
8305-VHZBZ,0,Low Spenders
9720-JJJOR,2,Medium-Low Spenders
8100-HZZLJ,2,Medium-Low Spenders
8775-ERLNB,3,Medium-High Spenders
8309-IEYJD,3,Medium-High Spenders
9172-JITSM,3,Medium-High Spenders
6298-QDFNH,3,Medium-High Spenders
7398-HPYZQ,1,High Spenders
3546-GHEAE,0,Low Spenders
7361-YPXFS,3,Medium-High Spenders
6557-BZXLQ,3,Medium-High Spenders
2550-QHZGP,0,Low Spenders
7519-JTWQH,1,High Spenders
2538-OIMXF,0,Low Spenders
8543-MSDMF,3,Medium-High Spenders
9961-JBNMK,3,Medium-High Spenders
1170-SASML,1,High Spenders
4872-JCVCA,2,Medium-Low Spenders
5346-BZCHP,2,Medium-Low Spenders
2038-LLMLM,1,High Spenders
6173-ITPWD,1,High Spenders
9734-UYXQI,0,Low Spenders
1216-BGTSP,1,High Spenders
4138-NAXED,1,High Spenders
2189-UXTKY,3,Medium-High Spenders
0744-BIKKF,1,High Spenders
7483-IQWIB,1,High Spenders
5248-KWLAR,1,High Spenders
4958-GZWIY,0,Low Spenders
7996-MHXLW,2,Medium-Low Spenders
7833-PKIHD,1,High Spenders
7061-OVMIM,0,Low Spenders
5153-RTHKF,3,Medium-High Spenders
1852-QSWCD,2,Medium-Low Spenders
4832-VRBMR,1,High Spenders
9079-LWTFD,1,High Spenders
6356-ELRKD,3,Medium-High Spenders
8624-GIOUT,2,Medium-Low Spenders
3392-EHMNK,1,High Spenders
5986-WWXDV,2,Medium-Low Spenders
3061-BCKYI,0,Low Spenders
6179-GJPSO,1,High Spenders
7901-TBKJX,1,High Spenders
7228-PAQPD,3,Medium-High Spenders
3177-LASXD,3,Medium-High Spenders
7746-QYVCO,3,Medium-High Spenders
5804-HYIEZ,1,High Spenders
9919-FZDED,1,High Spenders
5934-TSSAU,3,Medium-High Spenders
3486-KHMLI,0,Low Spenders
4897-QSUYC,0,Low Spenders
1084-UQCHV,3,Medium-High Spenders
8290-YWKHZ,3,Medium-High Spenders
2955-BJZHG,3,Medium-High Spenders
3806-DXQOM,0,Low Spenders
6784-XYJAE,2,Medium-Low Spenders
3933-DQPWX,2,Medium-Low Spenders
6661-EIPZC,2,Medium-Low Spenders
8957-THMOA,2,Medium-Low Spenders
2251-PYLPB,1,High Spenders
5555-RNPGT,0,Low Spenders
1057-FOGLZ,0,Low Spenders
9300-RENDD,3,Medium-High Spenders
0761-AETCS,0,Low Spenders
8087-LGYHQ,3,Medium-High Spenders
4137-BTIKL,3,Medium-High Spenders
2190-BCXEC,3,Medium-High Spenders
6227-FBDXH,1,High Spenders
2153-MREFK,1,High Spenders
2911-WDXMV,3,Medium-High Spenders
7206-PQBBZ,3,Medium-High Spenders
3106-ULWFW,3,Medium-High Spenders
0925-VYDLG,3,Medium-High Spenders
4547-FZJWE,2,Medium-Low Spenders
7422-WNBTY,3,Medium-High Spenders
0842-IWYCP,2,Medium-Low Spenders
3521-HTQTV,2,Medium-Low Spenders
3744-ZBHON,0,Low Spenders
3373-DIUUN,0,Low Spenders
8383-SGHJU,3,Medium-High Spenders
7607-QKKTJ,1,High Spenders
7707-PYBBH,2,Medium-Low Spenders
8984-HPEMB,1,High Spenders
4349-GFQHK,0,Low Spenders
4139-DETXS,1,High Spenders
9779-DPNEJ,3,Medium-High Spenders
9805-FILKB,2,Medium-Low Spenders
5793-YOLJN,2,Medium-Low Spenders
0673-IGUQO,0,Low Spenders
4123-FCVCB,3,Medium-High Spenders
8819-IMISP,3,Medium-High Spenders
7802-EFKNY,0,Low Spenders
8311-UEUAB,1,High Spenders
5858-EAFCZ,0,Low Spenders
8035-BUYVG,2,Medium-Low Spenders
1163-ONYEY,3,Medium-High Spenders
9787-XVQIU,3,Medium-High Spenders
8945-MUQUF,1,High Spenders
5656-MJEFC,2,Medium-Low Spenders
6082-OQFBA,0,Low Spenders
8051-HJRLT,3,Medium-High Spenders
8974-OVACP,0,Low Spenders
4010-YLMVT,1,High Spenders
1379-FRVEB,3,Medium-High Spenders
8612-GXIDD,0,Low Spenders
6288-CHQJB,1,High Spenders
8160-HOWOX,3,Medium-High Spenders
3023-GFLBR,3,Medium-High Spenders
6648-INWPS,0,Low Spenders
4223-BKEOR,3,Medium-High Spenders
4079-VTGLK,3,Medium-High Spenders
1763-WQFUK,0,Low Spenders
1391-UBDAR,3,Medium-High Spenders
8894-JVDCV,1,High Spenders
2023-VQFDL,0,Low Spenders
1345-GKDZZ,0,Low Spenders
2014-MKGMH,1,High Spenders
5628-FCGYG,3,Medium-High Spenders
2560-WBWXF,2,Medium-Low Spenders
0248-IPDFW,0,Low Spenders
7978-DKUQH,3,Medium-High Spenders
4335-UPJSI,0,Low Spenders
0524-IAVZO,3,Medium-High Spenders
2737-YNGYW,3,Medium-High Spenders
1784-EZDKJ,1,High Spenders
9297-FVVDH,1,High Spenders
8007-YYPWD,0,Low Spenders
7101-HRBLJ,1,High Spenders
5159-YFPKQ,3,Medium-High Spenders
6635-CPNUN,3,Medium-High Spenders
4021-RQSNY,3,Medium-High Spenders
5453-YBTWV,1,High Spenders
5039-LZRQT,0,Low Spenders
2931-VUVJN,1,High Spenders
9061-TIHDA,3,Medium-High Spenders
8699-ASUFO,3,Medium-High Spenders
6418-PIQSP,1,High Spenders
8220-OCUFY,3,Medium-High Spenders
3995-WFCSM,3,Medium-High Spenders
1895-QTKDO,0,Low Spenders
2038-OEQZH,3,Medium-High Spenders
1178-PZGAB,0,Low Spenders
7927-AUXBZ,3,Medium-High Spenders
2626-VEEWG,2,Medium-Low Spenders
2878-RMWXY,1,High Spenders
1657-DYMBM,2,Medium-Low Spenders
7311-MQJCH,0,Low Spenders
7375-WMVMT,1,High Spenders
1136-XGEQU,1,High Spenders
2530-FMFXO,1,High Spenders
6844-DZKRF,0,Low Spenders
4695-WJZUE,3,Medium-High Spenders
7619-ODSGN,3,Medium-High Spenders
5970-GHJAW,2,Medium-Low Spenders
8879-XUAHX,1,High Spenders
3689-MOZGR,0,Low Spenders
4195-PNGZS,2,Medium-Low Spenders
5003-XZWWO,1,High Spenders
3988-RQIXO,3,Medium-High Spenders
7622-FWGEW,1,High Spenders
6922-NCEDI,2,Medium-Low Spenders
2514-GINMM,3,Medium-High Spenders
9891-NQDBD,0,Low Spenders
6131-IUNXN,0,Low Spenders
8548-AWOFC,1,High Spenders
9798-DRYDS,3,Medium-High Spenders
8532-UEFWH,2,Medium-Low Spenders
6296-DDOOR,3,Medium-High Spenders
7951-VRDVK,3,Medium-High Spenders
5931-FLJJF,3,Medium-High Spenders
4815-YOSUK,1,High Spenders
2659-VXMWZ,1,High Spenders
0380-NEAVX,3,Medium-High Spenders
3207-OYBWH,1,High Spenders
4285-GYRQC,3,Medium-High Spenders
7216-EWTRS,3,Medium-High Spenders
4365-MSDYN,0,Low Spenders
7036-TYDEC,1,High Spenders
5802-ADBRC,1,High Spenders
8076-FEZKJ,0,Low Spenders
5197-YPYBZ,0,Low Spenders
8337-MSSXB,3,Medium-High Spenders
4312-GVYNH,2,Medium-Low Spenders
8495-LJDFO,1,High Spenders
0839-JTCUD,1,High Spenders
5494-WOZRZ,1,High Spenders
1302-UHBDD,3,Medium-High Spenders
2234-EOFPT,1,High Spenders
8619-IJNDK,1,High Spenders
8378-LKJAF,1,High Spenders
8182-BJDSI,3,Medium-High Spenders
2528-HFYZX,3,Medium-High Spenders
1153-GNOLC,2,Medium-Low Spenders
3298-QEICA,0,Low Spenders
0788-DXBFY,2,Medium-Low Spenders
3597-YASZG,1,High Spenders
3496-LFSZU,3,Medium-High Spenders
5242-UOWHD,2,Medium-Low Spenders
2482-CZGBB,3,Medium-High Spenders
6479-SZPLM,2,Medium-Low Spenders
8097-VBQTZ,1,High Spenders
4500-HKANN,3,Medium-High Spenders
9917-KWRBE,3,Medium-High Spenders
3420-ZDBMA,3,Medium-High Spenders
2212-LYASK,0,Low Spenders
1393-IMKZG,3,Medium-High Spenders
8069-RHUXK,2,Medium-Low Spenders
3398-GCPMU,1,High Spenders
2908-WGAXL,2,Medium-Low Spenders
3378-AJRAO,2,Medium-Low Spenders
1013-QCWAM,1,High Spenders
0866-QLSIR,3,Medium-High Spenders
6050-FFXES,1,High Spenders
7181-BQYBV,3,Medium-High Spenders
0362-RAOQO,2,Medium-Low Spenders
9554-DFKIC,3,Medium-High Spenders
5527-ACHSO,3,Medium-High Spenders
0829-DDVLK,0,Low Spenders
1399-UBQIU,3,Medium-High Spenders
1813-JLKWR,2,Medium-Low Spenders
0336-PIKEI,1,High Spenders
7322-OCWHC,1,High Spenders
9537-VHDTA,0,Low Spenders
4957-TIALW,3,Medium-High Spenders
2054-PJOCK,1,High Spenders
9150-HEPMB,2,Medium-Low Spenders
9030-QGZNL,0,Low Spenders
6204-IEUXJ,3,Medium-High Spenders
3126-WQMGH,2,Medium-Low Spenders
4529-CKBCL,3,Medium-High Spenders
2506-CLAKW,3,Medium-High Spenders
7176-WRTNX,1,High Spenders
1583-IHQZE,3,Medium-High Spenders
5732-IKGQH,1,High Spenders
9239-GZHZE,1,High Spenders
7205-BAIAD,2,Medium-Low Spenders
0151-ONTOV,3,Medium-High Spenders
4140-MUHUG,3,Medium-High Spenders
0093-EXYQL,1,High Spenders
8064-RAVOH,0,Low Spenders
0219-QAERP,0,Low Spenders
0320-JDNQG,3,Medium-High Spenders
7180-PISOG,3,Medium-High Spenders
9168-INPSZ,1,High Spenders
3571-RFHAR,1,High Spenders
0015-UOCOJ,0,Low Spenders
5334-AFQJB,2,Medium-Low Spenders
2754-SDJRD,3,Medium-High Spenders
9578-VRMNM,3,Medium-High Spenders
1587-FKLZB,1,High Spenders
6140-QNRQQ,3,Medium-High Spenders
8963-JLGJT,0,Low Spenders
4307-KTUMW,1,High Spenders
1465-LNTLJ,3,Medium-High Spenders
5440-FLBQG,1,High Spenders
2135-DQWAQ,3,Medium-High Spenders
4056-QHXHZ,1,High Spenders
7470-MCQTK,0,Low Spenders
7488-MXJIV,3,Medium-High Spenders
7401-JIXNM,1,High Spenders
9339-FIIJL,1,High Spenders
2027-FECZV,3,Medium-High Spenders
2672-DZUOY,0,Low Spenders
4706-DGAHW,0,Low Spenders
3870-MQAMG,1,High Spenders
6670-MFRPK,1,High Spenders
6177-PEVRA,2,Medium-Low Spenders
4800-CZMPC,1,High Spenders
4813-HQMGZ,3,Medium-High Spenders
7579-KKLOE,1,High Spenders
7377-DMMRI,0,Low Spenders
8402-EIVQS,1,High Spenders
4947-DSMXK,3,Medium-High Spenders
7245-NIIWQ,3,Medium-High Spenders
0002-ORFBO,3,Medium-High Spenders
3324-OIRTO,1,High Spenders
5414-OFQCB,1,High Spenders
4967-WPNCF,1,High Spenders
8552-OBVRU,1,High Spenders
8499-BRXTD,0,Low Spenders
9154-QDGTH,1,High Spenders
8197-BFWVU,1,High Spenders
2577-GVSIL,3,Medium-High Spenders
9367-OIUXP,0,Low Spenders
6770-UAYGJ,2,Medium-Low Spenders
6463-HHXJR,1,High Spenders
7928-VJYAB,3,Medium-High Spenders
1187-WILMM,1,High Spenders
9776-OJUZI,1,High Spenders
1306-RPWXZ,2,Medium-Low Spenders
8949-JTMAY,3,Medium-High Spenders
2774-LVQUS,3,Medium-High Spenders
3097-PYWXL,0,Low Spenders
2266-SJNAT,1,High Spenders
0869-PAPRP,3,Medium-High Spenders
4238-JSSWH,1,High Spenders
2972-YDYUW,1,High Spenders
1104-FEJAM,3,Medium-High Spenders
2809-ILCYT,0,Low Spenders
5499-ECUTN,2,Medium-Low Spenders
4981-FLTMF,1,High Spenders
9121-PHQSR,3,Medium-High Spenders
3113-IWHLC,0,Low Spenders
3211-ILJTT,3,Medium-High Spenders
4612-THJBS,1,High Spenders
4277-BWBML,2,Medium-Low Spenders
4094-NSEDU,3,Medium-High Spenders
0234-TEVTT,2,Medium-Low Spenders
4304-TSPVK,1,High Spenders
1552-AAGRX,3,Medium-High Spenders
2637-FKFSY,0,Low Spenders
9796-MVYXX,0,Low Spenders
7874-ECPQJ,0,Low Spenders
0020-INWCK,1,High Spenders
7089-RKVSZ,0,Low Spenders
2683-JXWQQ,2,Medium-Low Spenders
9548-ZMVTX,1,High Spenders
8739-XNIKG,3,Medium-High Spenders
9755-JHNMN,2,Medium-Low Spenders
3981-QSVQI,0,Low Spenders
2789-HQBOU,3,Medium-High Spenders
9424-CMPOG,0,Low Spenders
5067-WJEUN,2,Medium-Low Spenders
3450-WXOAT,2,Medium-Low Spenders
9251-WNSOD,1,High Spenders
6974-DAFLI,2,Medium-Low Spenders
2616-UUTFK,3,Medium-High Spenders
7064-JHXCE,2,Medium-Low Spenders
5103-MHMHY,0,Low Spenders
7989-AWGEH,2,Medium-Low Spenders
4373-VVHQL,0,Low Spenders
4559-UWIHT,3,Medium-High Spenders
7268-IGMFD,3,Medium-High Spenders
1846-XWOQN,3,Medium-High Spenders
0235-KGSLC,3,Medium-High Spenders
6650-BWFRT,1,High Spenders
9570-KYEUA,1,High Spenders
6993-YGFJV,1,High Spenders
2712-SYWAY,0,Low Spenders
0730-BGQGF,1,High Spenders
5498-IBWPI,2,Medium-Low Spenders
9101-NTIXF,0,Low Spenders
0013-SMEOE,1,High Spenders
9314-QDMDW,3,Medium-High Spenders
9308-ANMVE,2,Medium-Low Spenders
2884-GBPFB,3,Medium-High Spenders
3757-NJYBX,3,Medium-High Spenders
3413-DHLPB,1,High Spenders
7649-PHJVR,0,Low Spenders
6114-TCFID,0,Low Spenders
3787-TRIAL,0,Low Spenders
2573-GYRUU,1,High Spenders
5156-UMKOW,0,Low Spenders
1247-QBVSH,2,Medium-Low Spenders
6734-GMPVK,3,Medium-High Spenders
9822-OAOVB,0,Low Spenders
6161-ERDGD,1,High Spenders
1226-JZNKR,0,Low Spenders
7318-EIVKO,3,Medium-High Spenders
3771-PZOBW,3,Medium-High Spenders
5136-KCKGI,3,Medium-High Spenders
8231-BSWXX,1,High Spenders
6486-LHTMA,3,Medium-High Spenders
4083-BFNYK,1,High Spenders
3722-WPXTK,3,Medium-High Spenders
7389-KBFIT,0,Low Spenders
7176-WIONM,0,Low Spenders
5141-ZUVBH,3,Medium-High Spenders
1089-HDMKP,0,Low Spenders
7623-HKYRK,0,Low Spenders
0310-SUCIN,1,High Spenders
5197-PYEPU,1,High Spenders
2929-ERCFZ,3,Medium-High Spenders
7548-SEPYI,3,Medium-High Spenders
8835-VSDSE,3,Medium-High Spenders
6619-RPLQZ,2,Medium-Low Spenders
3275-RHRNE,3,Medium-High Spenders
3503-TYDAY,1,High Spenders
6901-GOGZG,1,High Spenders
1623-NLDOT,2,Medium-Low Spenders
7021-XSNYE,0,Low Spenders
9621-OUPYD,0,Low Spenders
9898-KZQDZ,1,High Spenders
8982-NHAVY,3,Medium-High Spenders
4307-KWMXE,0,Low Spenders
0141-YEAYS,3,Medium-High Spenders
2450-ZKEED,0,Low Spenders
3694-DELSO,0,Low Spenders
3893-JRNFS,2,Medium-Low Spenders
9603-OAIHC,3,Medium-High Spenders
1133-KXCGE,0,Low Spenders
5236-PERKL,1,High Spenders
0142-GVYSN,0,Low Spenders
1049-FYSYG,0,Low Spenders
7854-FOKSF,0,Low Spenders
2519-FAKOD,1,High Spenders
8406-LNMHF,1,High Spenders
1821-BUCWY,3,Medium-High Spenders
8263-JQAIK,0,Low Spenders
0023-UYUPN,2,Medium-Low Spenders
8314-DPQHL,0,Low Spenders
1465-WCZVT,0,Low Spenders
9481-SFCQY,3,Medium-High Spenders
6360-SVNWV,3,Medium-High Spenders
0567-GGCAC,3,Medium-High Spenders
7089-IVVAZ,3,Medium-High Spenders
8884-MRNSU,0,Low Spenders
2171-UDMFD,0,Low Spenders
9050-IKDZA,3,Medium-High Spenders
2205-YMZZJ,3,Medium-High Spenders
9802-CAQUT,1,High Spenders
1254-IZEYF,3,Medium-High Spenders
0187-WZNAB,3,Medium-High Spenders
9492-TOKRI,3,Medium-High Spenders
1475-VWVDO,3,Medium-High Spenders
9221-OTIVJ,3,Medium-High Spenders
1357-MVDOZ,3,Medium-High Spenders
7602-MVRMB,1,High Spenders
3325-FUYCG,3,Medium-High Spenders
5908-QMGOE,3,Medium-High Spenders
1197-BVMVG,3,Medium-High Spenders
5406-KGRMX,2,Medium-Low Spenders
8481-YYXWG,3,Medium-High Spenders
5968-HYJRZ,2,Medium-Low Spenders
5198-EFNBM,1,High Spenders
7516-GMHUV,1,High Spenders
7140-ADSMJ,0,Low Spenders
2230-XTUWL,2,Medium-Low Spenders
7706-YLMQA,2,Medium-Low Spenders
2585-KTFRE,3,Medium-High Spenders
7994-UYIVZ,3,Medium-High Spenders
2609-IAICY,3,Medium-High Spenders
1740-CSDJP,0,Low Spenders
7717-BICXI,2,Medium-Low Spenders
6559-RAKOZ,1,High Spenders
2636-OHFMN,0,Low Spenders
4716-MRVEN,0,Low Spenders
2143-LJULT,2,Medium-Low Spenders
1323-OOEPC,1,High Spenders
3200-MNQTF,1,High Spenders
6164-HXUGH,0,Low Spenders
5630-IXDXV,1,High Spenders
0320-DWVTU,1,High Spenders
9135-MGVPY,1,High Spenders
1212-GLHMD,3,Medium-High Spenders
7878-JGDKK,0,Low Spenders
1088-AUUZZ,1,High Spenders
0397-GZBBC,1,High Spenders
6614-YWYSC,2,Medium-Low Spenders
9588-OZDMQ,0,Low Spenders
7641-EUYET,1,High Spenders
6476-EPYZR,0,Low Spenders
9921-ZVRHG,3,Medium-High Spenders
1174-FGIFN,3,Medium-High Spenders
6620-HVDUJ,3,Medium-High Spenders
4701-MLJPN,3,Medium-High Spenders
1032-MAELW,1,High Spenders
7641-TQFHN,1,High Spenders
1552-TKMXS,2,Medium-Low Spenders
9206-GVPEQ,0,Low Spenders
8622-ZLFKO,3,Medium-High Spenders
1596-BBVTG,3,Medium-High Spenders
6188-UXBBR,2,Medium-Low Spenders
2333-KWEWW,0,Low Spenders
5702-SKUOB,0,Low Spenders
1134-YWTYF,3,Medium-High Spenders
6061-GWWAV,3,Medium-High Spenders
0679-TDGAK,1,High Spenders
6585-WCEWR,2,Medium-Low Spenders
9067-YGSCA,2,Medium-Low Spenders
9067-SQTNS,2,Medium-Low Spenders
8433-WXGNA,3,Medium-High Spenders
1776-SPBWV,0,Low Spenders
8735-SDUFN,2,Medium-Low Spenders
9668-PUGNU,2,Medium-Low Spenders
9405-GPBBG,1,High Spenders
1926-QUZNN,2,Medium-Low Spenders
3707-GNWHM,3,Medium-High Spenders
7016-NVRIC,3,Medium-High Spenders
5829-NVSQN,3,Medium-High Spenders
9565-AXSMR,2,Medium-Low Spenders
8922-LIEGH,3,Medium-High Spenders
8869-LIHMK,1,High Spenders
8245-UMPYT,3,Medium-High Spenders
